"REF_DATE","GEO","DGUID","Type of unit","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1996-04","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","4.186","","","","3"
"1996-05","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","10.472","","","","3"
"1996-05","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","3.953","","","","3"
"1996-05","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","6.519","","","","3"
"1996-06","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","8.585","","","","3"
"1996-06","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","4.223","","","","3"
"1996-06","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","4.362","","","","3"
"1996-07","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","6.275","","","","3"
"1996-07","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","3.524","","","","3"
"1996-07","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","2.751","","","","3"
"1996-08","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","6.604","","","","3"
"1996-08","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","4.217","","","","3"
"1996-08","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","2.387","","","","3"
"1996-09","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","7.346","","","","3"
"1996-09","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","4.027","","","","3"
"1996-09","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","3.319","","","","3"
"1996-10","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","6.413","","","","3"
"1996-10","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","3.719","","","","3"
"1996-10","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","2.694","","","","3"
"1996-11","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","10.271","","","","3"
"1996-11","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","4.123","","","","3"
"1996-11","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","6.148","","","","3"
"1996-12","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","8.877","","","","3"
"1996-12","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","4.084","","","","3"
"1996-12","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","4.793","","","","3"
"1997-01","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","9.571","","","","3"
"1997-01","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","5.090","","","","3"
"1997-01","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","4.481","","","","3"
"1997-02","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","7.445","","","","3"
"1997-02","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","4.999","","","","3"
"1997-02","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","2.446","","","","3"
"1997-03","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","11.905","","","","3"
"1997-03","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","5.332","","","","3"
"1997-03","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","6.573","","","","3"
"1997-04","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","10.629","","","","3"
"1997-04","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","5.017","","","","3"
"1997-04","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","5.612","","","","3"
"1997-05","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","12.154","","","","3"
"1997-05","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","5.463","","","","3"
"1997-05","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","6.691","","","","3"
"1997-06","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","11.152","","","","3"
"1997-06","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","5.321","","","","3"
"1997-06","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","5.831","","","","3"
"1997-07","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","11.126","","","","3"
"1997-07","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","5.751","","","","3"
"1997-07","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","5.375","","","","3"
"1997-08","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","8.547","","","","3"
"1997-08","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","4.643","","","","3"
"1997-08","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","3.904","","","","3"
"1997-09","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","10.588","","","","3"
"1997-09","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","5.309","","","","3"
"1997-09","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","5.279","","","","3"
"1997-10","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","9.760","","","","3"
"1997-10","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","4.280","","","","3"
"1997-10","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","5.480","","","","3"
"1997-11","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","10.299","","","","3"
"1997-11","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","5.578","","","","3"
"1997-11","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","4.721","","","","3"
"1997-12","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","11.574","","","","3"
"1997-12","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","5.112","","","","3"
"1997-12","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","6.462","","","","3"
"1998-01","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","7.428","","","","3"
"1998-01","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","4.627","","","","3"
"1998-01","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","2.801","","","","3"
"1998-02","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","8.062","","","","3"
"1998-02","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","5.623","","","","3"
"1998-02","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","2.439","","","","3"
"1998-03","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","9.328","","","","3"
"1998-03","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","5.675","","","","3"
"1998-03","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","3.653","","","","3"
"1998-04","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","12.948","","","","3"
"1998-04","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","5.215","","","","3"
"1998-04","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","7.733","","","","3"
"1998-05","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","10.093","","","","3"
"1998-05","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","5.608","","","","3"
"1998-05","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","4.485","","","","3"
"1998-06","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","11.780","","","","3"
"1998-06","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","5.563","","","","3"
"1998-06","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","6.217","","","","3"
"1998-07","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","8.076","","","","3"
"1998-07","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","5.180","","","","3"
"1998-07","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","2.896","","","","3"
"1998-08","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","10.526","","","","3"
"1998-08","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","5.867","","","","3"
"1998-08","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","4.659","","","","3"
"1998-09","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","8.530","","","","3"
"1998-09","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","5.322","","","","3"
"1998-09","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","3.208","","","","3"
"1998-10","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","11.559","","","","3"
"1998-10","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","6.623","","","","3"
"1998-10","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","4.936","","","","3"
"1998-11","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","11.222","","","","3"
"1998-11","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","5.875","","","","3"
"1998-11","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","5.347","","","","3"
"1998-12","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","13.986","","","","3"
"1998-12","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","7.052","","","","3"
"1998-12","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","6.934","","","","3"
"1999-01","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","13.803","","","","3"
"1999-01","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","6.300","","","","3"
"1999-01","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","7.503","","","","3"
"1999-02","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","8.469","","","","3"
"1999-02","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","5.177","","","","3"
"1999-02","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","3.292","","","","3"
"1999-03","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","9.559","","","","3"
"1999-03","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","2.860","","","","3"
"1999-03","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","6.699","","","","3"
"1999-04","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","12.814","","","","3"
"1999-04","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","6.991","","","","3"
"1999-04","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","5.823","","","","3"
"1999-05","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","11.665","","","","3"
"1999-05","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","6.651","","","","3"
"1999-05","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","5.014","","","","3"
"1999-06","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","12.032","","","","3"
"1999-06","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","6.886","","","","3"
"1999-06","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","5.146","","","","3"
"1999-07","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","10.766","","","","3"
"1999-07","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","7.279","","","","3"
"1999-07","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","3.487","","","","3"
"1999-08","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","9.288","","","","3"
"1999-08","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","5.922","","","","3"
"1999-08","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","3.366","","","","3"
"1999-09","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","18.899","","","","3"
"1999-09","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","7.944","","","","3"
"1999-09","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","10.955","","","","3"
"1999-10","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","14.173","","","","3"
"1999-10","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","7.420","","","","3"
"1999-10","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","6.753","","","","3"
"1999-11","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","12.721","","","","3"
"1999-11","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","7.231","","","","3"
"1999-11","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","5.490","","","","3"
"1999-12","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","15.157","","","","3"
"1999-12","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","6.354","","","","3"
"1999-12","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","8.803","","","","3"
"2000-01","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","9.957","","","","3"
"2000-01","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","6.787","","","","3"
"2000-01","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","3.170","","","","3"
"2000-02","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","10.256","","","","3"
"2000-02","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","4.997","","","","3"
"2000-02","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","5.259","","","","3"
"2000-03","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","12.733","","","","3"
"2000-03","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","8.162","","","","3"
"2000-03","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","4.571","","","","3"
"2000-04","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","11.240","","","","3"
"2000-04","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","6.254","","","","3"
"2000-04","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","4.986","","","","3"
"2000-05","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","12.066","","","","3"
"2000-05","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","6.719","","","","3"
"2000-05","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","5.347","","","","3"
"2000-06","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","11.532","","","","3"
"2000-06","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","6.261","","","","3"
"2000-06","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","5.271","","","","3"
"2000-07","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","13.733","","","","3"
"2000-07","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","6.506","","","","3"
"2000-07","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","7.227","","","","3"
"2000-08","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","14.836","","","","3"
"2000-08","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","9.094","","","","3"
"2000-08","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","5.742","","","","3"
"2000-09","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","16.089","","","","3"
"2000-09","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","5.879","","","","3"
"2000-09","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","10.210","","","","3"
"2000-10","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","13.775","","","","3"
"2000-10","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","5.875","","","","3"
"2000-10","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","7.900","","","","3"
"2000-11","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","16.982","","","","3"
"2000-11","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","8.632","","","","3"
"2000-11","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","8.350","","","","3"
"2000-12","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","9.776","","","","3"
"2000-12","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","6.354","","","","3"
"2000-12","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","3.422","","","","3"
"2001-01","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","10.582","","","","3"
"2001-01","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","6.977","","","","3"
"2001-01","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","3.605","","","","3"
"2001-02","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","13.461","","","","3"
"2001-02","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","7.754","","","","3"
"2001-02","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","5.707","","","","3"
"2001-03","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","11.837","","","","3"
"2001-03","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","6.698","","","","3"
"2001-03","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","5.139","","","","3"
"2001-04","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","15.143","","","","3"
"2001-04","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","8.330","","","","3"
"2001-04","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","6.813","","","","3"
"2001-05","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","11.374","","","","3"
"2001-05","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","6.254","","","","3"
"2001-05","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","5.120","","","","3"
"2001-06","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","12.994","","","","3"
"2001-06","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","6.370","","","","3"
"2001-06","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","6.624","","","","3"
"2001-07","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","13.210","","","","3"
"2001-07","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","6.677","","","","3"
"2001-07","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","6.533","","","","3"
"2001-08","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","10.284","","","","3"
"2001-08","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","6.672","","","","3"
"2001-08","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","3.612","","","","3"
"2001-09","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","10.947","","","","3"
"2001-09","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","6.858","","","","3"
"2001-09","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","4.089","","","","3"
"2001-10","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","13.413","","","","3"
"2001-10","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","6.961","","","","3"
"2001-10","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","6.452","","","","3"
"2001-11","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","14.018","","","","3"
"2001-11","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","6.133","","","","3"
"2001-11","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","7.885","","","","3"
"2001-12","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","21.526","","","","3"
"2001-12","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","10.332","","","","3"
"2001-12","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","11.194","","","","3"
"2002-01","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","20.371","","","","3"
"2002-01","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","10.219","","","","3"
"2002-01","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","10.152","","","","3"
"2002-02","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","18.218","","","","3"
"2002-02","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","11.013","","","","3"
"2002-02","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","7.205","","","","3"
"2002-03","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","16.563","","","","3"
"2002-03","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","10.892","","","","3"
"2002-03","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","5.671","","","","3"
"2002-04","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","21.984","","","","3"
"2002-04","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","10.548","","","","3"
"2002-04","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","11.436","","","","3"
"2002-05","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","16.866","","","","3"
"2002-05","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","9.707","","","","3"
"2002-05","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","7.159","","","","3"
"2002-06","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","23.187","","","","3"
"2002-06","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","10.162","","","","3"
"2002-06","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","13.025","","","","3"
"2002-07","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","18.432","","","","3"
"2002-07","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","9.140","","","","3"
"2002-07","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","9.292","","","","3"
"2002-08","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","22.205","","","","3"
"2002-08","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","11.916","","","","3"
"2002-08","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","10.289","","","","3"
"2002-09","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","22.470","","","","3"
"2002-09","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","10.283","","","","3"
"2002-09","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","12.187","","","","3"
"2002-10","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","22.769","","","","3"
"2002-10","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","10.292","","","","3"
"2002-10","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","12.477","","","","3"
"2002-11","Montréal, Quebec","2011S0503462","Total units","Units","300","thousands","3","v52299974","8.1","21.984","","","","3"
"2002-11","Montréal, Quebec","2011S0503462","Single-detached units","Units","300","thousands","3","v52299975","8.2","10.244","","","","3"
"2002-11","Montréal, Quebec","2011S0503462","Multiples","Units","300","thousands","3","v52299976","8.3","11.740","","","","3"
