'

"Prov/Terr","FSA","Total","Total income","Net income","Taxable income"
35,"K2L",14950,935561,839275,821698
35,"K2M",22420,1627757,1455807,1432450
35,"K2P",14130,1019851,924621,889101
35,"K2R",1030,149041,137300,134497
35,"K2S",30350,2399135,2149153,2104168
35,"K2T",9220,732627,654963,642983
35,"K2V",7330,508694,460686,453568
35,"K2W",6480,569125,513239,499637
35,"K4A",48150,3367685,3008060,2958400
35,"K4B",3880,296118,269431,262438
35,"K4C",3710,311426,280854,272940
35,"K4K",13650,844143,762320,742194
35,"K4M",11890,1160004,1043895,1007552
35,"K4P",8290,694496,620165,608178
35,"K4R",6890,475527,425034,418793
35,"K6A",10950,480898,447277,417965
35,"K6H",26040,1087000,1006722,946511
35,"K6J",14380,601258,557322,527475
35,"K6K",2740,138773,126870,123550
35,"K6T",550,31632,28425,27856
35,"K6V",23480,1229802,1127284,1075900
35,"K7A",13990,686266,632388,603213
35,"K7C",16130,996211,902466,881573
35,"K7G",7310,422845,385460,375047
35,"K7H",13600,820091,746696,704941
35,"K7K",24810,1261292,1149859,1092613
35,"K7L",14350,1133075,1027077,998893
35,"K7M",39050,2158293,1960693,1898986
35,"K7N",6400,344062,312647,303174
35,"K7P",19670,1255757,1130790,1108765
35,"K7R",12230,610656,559894,534954
35,"K7S",11610,630378,576193,559700
35,"K7V",11470,556425,511739,487917
35,"K8A",21740,1103039,1009768,959723
35,"K8B",400,27829,24639,24409
35,"K8H",11340,730475,652381,620362
35,"K8N",26160,1480272,1347058,1297054
35,"K8P",18520,795791,738024,695744
35,"K8R",1550,85554,77482,75224
35,"K8V",23020,1126308,1030903,983327
35,"K9A",22760,1356588,1239582,1198872
35,"K9H",22870,1076422,989117,942111
35,"K9J",35640,1799953,1652809,1580416
35,"K9K",11340,681546,614886,599350
35,"K9L",6410,358130,325567,317122
35,"K9V",23660,1150565,1059837,1014153
35,"L0A",11970,774653,705149,688871
35,"L0B",12810,886162,811020,790800
35,"L0C",7900,509546,464414,450355
35,"L0E",17110,899556,827959,797668
35,"L0G",35550,2455268,2242471,2183289
35,"L0H",950,77161,70305,67097
35,"L0J",4080,557162,518139,500431
35,"L0K",31300,1713961,1565077,1517297
35,"L0L",34010,2180290,1985288,1929892
35,"L0M",28630,1605039,1471232,1434192
35,"L0N",2130,134811,123804,120500
35,"L0P",6340,567662,523195,500654
35,"L0R",67640,4295247,3930215,3822537
35,"L0S",50090,3327580,3016766,2931138
35,"L1A",13200,766186,699107,680018
35,"L1B",10460,650540,588983,577134
35,"L1C",37370,2234834,2036434,1994836
35,"L1E",22350,1405788,1277299,1255007
35,"L1G",34920,1705351,1576204,1522145
35,"L1H",24840,1162187,1083330,1027116
35,"L1J",33240,1553202,1438517,1382276
35,"L1K",33200,1845459,1689443,1656850
35,"L1L",9340,481312,442261,431855
35,"L1M",16430,1327829,1204555,1179571
35,"L1N",39360,2387800,2170946,2118796
35,"L1P",17490,1113003,1012742,990922
35,"L1R",33170,2196806,1997866,1960014
35,"L1S",33490,1828942,1674544,1631280
35,"L1T",41900,2287014,2091330,2040819
35,"L1V",42580,2635331,2405786,2354044
35,"L1W",14900,976693,891252,871036
35,"L1X",19820,1164753,1065972,1039910
35,"L1Y",1730,172134,158489,153960
35,"L1Z",23600,1380270,1269067,1238741
35,"L2A",13740,630622,584303,555173
35,"L2E",15360,600555,562562,530758
35,"L2G",24730,1035055,965838,920888
35,"L2H",24320,1189589,1091625,1056281
35,"L2J",12750,668188,613330,595642
35,"L2M",27080,1249230,1150958,1105294
35,"L2N",25510,1419797,1296060,1258791
35,"L2P",12020,515386,480457,461075
35,"L2R",20060,954544,886543,839517
35,"L2S",16280,811385,743350,718033
35,"L2T",9570,513266,472107,459092
35,"L2V",15740,705343,652979,628625
35,"L2W",1640,109977,100514,94110
35,"L3B",19960,848254,789966,745727
35,"L3C",27520,1331760,1218009,1177337
35,"L3J",190,1908,1899,1892
35,"L3K",15550,745233,689458,659067
35,"L3L",670,87174,82192,79442
35,"L3M",22650,1544468,1405463,1375592
35,"L3P",31620,2142907,1940957,1885559
35,"L3R",55070,3222397,2945348,2832215
35,"L3S",47680,1993095,1843911,1763124
35,"L3T",43790,3053274,2786037,2694104
35,"L3V",39360,2009138,1844752,1774220
35,"L3X",36510,2331396,2126216,2072108
35,"L3Y",35370,2009143,1836160,1785977
35,"L3Z",31310,1705749,1577548,1538620
35,"L4A",38560,3045150,2797644,2717418
35,"L4B",33260,2274086,2075328,1999458
35,"L4C",63990,3763465,3462702,3333176
35,"L4E",43550,2791865,2548614,2492082
35,"L4G",49760,3857575,3529019,3430119
35,"L4H",60500,4001500,3687984,3537472
35,"L4J",64670,4865322,4444736,4304617
35,"L4K",17820,1063448,984605,960028
35,"L4L",48290,3358894,3083165,2984736
35,"L4M",38600,1987592,1825330,1772269
35,"L4N",78280,4239767,3894801,3796484
35,"L4P",23370,1246814,1147519,1117304
35,"L4R",15890,779432,719082,687752
35,"L4S",30660,1744039,1582827,1533465
35,"L4T",35660,1172065,1117077,1071311
35,"L4V",50,10221,9989,9918
35,"L4W",17510,1071688,978566,949695
35,"L4X",14970,688516,642269,618061
35,"L4Y",19360,1034593,951608,922848
35,"L4Z",32280,1593627,1476156,1431643
35,"L5A",39070,1734157,1617599,1551724
35,"L5B",54910,2634789,2453005,2370936
35,"L5C",25140,1370943,1263897,1223777
35,"L5E",10480,667842,609522,595384
35,"L5G",16720,1618588,1492209,1437753
35,"L5H",14190,1632370,1492544,1446387
35,"L5J",22890,1736565,1594424,1540995
35,"L5K",10820,678062,619433,598962
35,"L5L",37060,2269384,2076647,2013259
35,"L5M",89490,5069422,4645226,4517208
35,"L5N",69340,3953612,3620329,3549342
35,"L5P",0,0,0,0
35,"L5R",32790,1622852,1498446,1434072
35,"L5S",150,12747,12220,12112
35,"L5T",240,16970,15975,15443
35,"L5V",43480,2139071,1971920,1911031
35,"L5W",21300,1144270,1057328,1032615
35,"L6A",72250,4548967,4176557,4061730
35,"L6B",25760,1426830,1299717,1263856
35,"L6C",41770,2675518,2430970,2348103
35,"L6E",30210,1635864,1486851,1444423
35,"L6G",6240,319026,294118,282800
35,"L6H",58100,4494934,4093702,3992677
35,"L6J",20080,3200304,2974292,2849428
35,"L6K",11460,1040401,962794,928781
35,"L6L",24430,2291875,2092024,2040877
35,"L6M",55830,4556066,4145831,4066559
35,"L6P",82300,3550041,3313412,3191494
35,"L6R",85400,3277381,3073186,2971626
35,"L6S",47150,2115807,1966626,1911855
35,"L6T",32660,1293260,1223013,1178719
35,"L6V",35710,1429123,1342037,1300629
35,"L6W",19380,906871,838448,809951
35,"L6X",66950,2942570,2742456,2671448
35,"L6Y",89970,3821660,3567486,3464505
35,"L6Z",29310,1469685,1358535,1326962
35,"L7A",88030,3870814,3610154,3527311
35,"L7B",13890,1602437,1482331,1396564
35,"L7C",28280,1882644,1744617,1690312
35,"L7E",28050,1971086,1811531,1766514
35,"L7G",38810,2826270,2565668,2515119
35,"L7J",10980,697779,640758,625681
35,"L7K",6860,543184,498026,487642
35,"L7L",37290,2879496,2617117,2577862
35,"L7M",38750,2999862,2716599,2664181
35,"L7N",10910,965889,881486,862021
35,"L7P",23850,1831950,1661180,1617309
35,"L7R",13890,1028776,937999,913232
35,"L7S",9920,701489,641507,615449
35,"L7T",15200,1154743,1050405,1019414
35,"L8B",18670,1335527,1210611,1190435
35,"L8E",33890,1788391,1655240,1599861
35,"L8G",18340,952093,877785,848544
35,"L8H",20430,829603,780889,734527
35,"L8J",22630,1240113,1138114,1108320
35,"L8K",25860,1194547,1109801,1063670
35,"L8L",23150,866628,817987,752432
35,"L8M",9920,446438,416522,389784
35,"L8N",11720,479977,450116,416825
35,"L8P",18900,1141835,1048185,1003146
35,"L8R",8790,343312,322856,297634
35,"L8S",12270,605299,559514,543567
35,"L8T",15920,782635,723871,700378
35,"L8V",16990,736344,687141,654543
35,"L8W",21110,994836,918800,885318
35,"L9A",21040,957498,886451,853326
35,"L9B",20940,1109041,1014799,986758
35,"L9C",33610,1711141,1576839,1527706
35,"L9E",11940,762147,705802,695749
35,"L9G",20460,1869345,1699390,1665195
35,"L9H",25500,1927853,1739493,1703256
35,"L9J",1800,91762,84495,83062
35,"L9K",12650,861932,777425,758531
35,"L9L",12200,860194,778699,755182
35,"L9M",13080,647373,590983,569759
35,"L9N",16700,972237,885902,870228
35,"L9P",14040,1093745,993375,954831
35,"L9R",20210,1136723,1047962,1022176
35,"L9S",25250,1412711,1304865,1269674
35,"L9T",81310,4979686,4565351,4477915
35,"L9V",13350,729963,677579,657146
35,"L9W",38610,2365246,2169348,2116713
35,"L9X",9990,789702,710319,694040
35,"L9Y",23320,1734587,1580117,1497248
35,"L9Z",20550,1005438,916420,880893
35,"M1B",56090,2187360,2049932,1950894
35,"M1C",30930,1858660,1687173,1645571
35,"M1E",40030,1771317,1641759,1561681
35,"M1G",26090,919745,861731,806091
35,"M1H",20890,830389,772698,740594
35,"M1J",30200,1108189,1042414,982356
35,"M1K",41200,1525887,1436680,1355412
35,"M1L",28460,1183759,1101603,1046455
35,"M1M",19780,1061071,977513,939691
35,"M1N",18260,1252928,1144985,1111285
35,"M1P",37640,1445747,1350392,1281587
35,"M1R",26070,1095105,1020520,973827
35,"M1S",33410,1384051,1282173,1216705
35,"M1T",29420,1299606,1209619,1113990
35,"M1V",45320,1668101,1551908,1457604
35,"M1W",41410,1813120,1676736,1591864
35,"M1X",13030,532653,494669,471239
35,"M2H",20990,1103539,1008433,968136
35,"M2J",53440,2722720,2511804,2419093
35,"M2K",21530,1441720,1322821,1280389
35,"M2L",9500,1347224,1239825,1205603
35,"M2M",28920,1524674,1408356,1350952
35,"M2N",73710,4619974,4276578,4152392
35,"M2P",6420,960540,890653,856476
35,"M2R",34970,1608109,1499460,1426403
35,"M3A",27710,1525348,1412470,1359974
35,"M3B",11610,1611429,1493878,1452505
35,"M3C",32520,1620270,1501508,1425065
35,"M3H",31270,2283501,2084781,2022920
35,"M3J",25910,973832,920173,874338
35,"M3K",7010,374756,347086,336722
35,"M3L",16020,603991,571964,537856
35,"M3M",20430,837289,789169,751763
35,"M3N",32780,1041384,996649,906712
35,"M4A",11880,556545,513628,487679
35,"M4B",14810,878196,813098,770676
35,"M4C",36220,2050780,1876176,1809022
35,"M4E",19240,2104338,1915977,1857757
35,"M4G",15540,2335052,2156254,2105136
35,"M4H",13990,412318,392735,355151
35,"M4J",27410,1897540,1721855,1665194
35,"M4K",24050,2044495,1860787,1806294
35,"M4L",23790,2120935,1927086,1862935
35,"M4M",19130,1560408,1421904,1372496
35,"M4N",12600,3262592,3049235,2901995
35,"M4P",19560,1569591,1452376,1413254
35,"M4R",9400,1376656,1268474,1232366
35,"M4S",24260,2254415,2083001,2027017
35,"M4T",9180,2356703,2211039,2058218
35,"M4V",15110,3126690,2891509,2734301
35,"M4W",12670,3080528,2862993,2684063
35,"M4X",16170,798173,743442,700168
35,"M4Y",29270,1760953,1625066,1585135
35,"M5A",38200,2573546,2362775,2261477
35,"M5B",13450,741300,686737,662395
35,"M5C",3480,619286,557021,540903
35,"M5E",9820,1116588,1022971,993880
35,"M5G",21310,783771,746006,617864
35,"M5H",2980,888885,833691,785892
35,"M5J",13180,1399960,1289548,1256686
35,"M5K",160,92364,87783,87654
35,"M5L",30,8277,7503,7399
35,"M5M",20330,3120424,2864124,2776304
35,"M5N",12690,1871102,1726455,1643871
35,"M5P",15490,2601383,2410625,2338488
35,"M5R",19940,3271198,3005799,2890666
35,"M5S",13650,1152804,1058202,1023831
35,"M5T",15090,824775,772986,708512
35,"M5V",44300,4097401,3780375,3698804
35,"M5W",90,10261,9570,8400
35,"M5X",60,55683,52684,52580
35,"M6A",18180,927531,867118,828824
35,"M6B",23200,1635651,1517313,1469828
35,"M6C",18620,1745998,1600279,1545925
35,"M6E",30490,1459655,1361318,1303711
35,"M6G",23440,2010168,1844873,1771171
35,"M6H",34870,2063528,1897652,1832754
35,"M6J",24370,1975180,1821494,1759453
35,"M6K",31340,1921368,1783524,1695294
35,"M6L",16790,735556,688846,654123
35,"M6M",33290,1343235,1266491,1189288
35,"M6N",32920,1449394,1353931,1277442
35,"M6P",30640,2300424,2099674,2031128
35,"M6R",14440,1433305,1314289,1277278
35,"M6S",26130,2780449,2545613,2478238
35,"M7A",0,0,0,0
35,"M7Y",0,0,0,0
35,"M8V",34390,2341024,2143788,2071918
35,"M8W",17880,1188641,1085585,1058556
35,"M8X",9040,1516885,1401657,1358768
35,"M8Y",17120,1360833,1245620,1211849
35,"M8Z",14900,1212504,1108984,1078234
35,"M9A",29850,3230054,2990598,2896370
35,"M9B",27580,2028826,1855523,1806626
35,"M9C",32110,1928892,1757642,1707607
35,"M9L",10520,403372,382017,361152
35,"M9M",19670,774780,730021,694763
35,"M9N",21000,883650,828151,779055
35,"M9P",17060,1095983,1013638,976156
35,"M9R",28030,1316844,1222868,1167477
35,"M9V",47260,1631067,1547764,1450643
35,"M9W",36190,1482907,1391260,1331034
35,"N0A",31230,1519246,1388748,1335115
35,"N0B",67120,5038440,4607630,4452084
35,"N0C",13510,696247,644546,616879
35,"N0E",29580,1647321,1516201,1458633
35,"N0G",64890,3517601,3261545,3100684
35,"N0H",43370,2838066,2574767,2485285
35,"N0J",26000,1418766,1315439,1256124
35,"N0K",18860,1044982,970012,925635
35,"N0L",41490,2481196,2263238,2179127
35,"N0M",55840,3426582,3143475,3008136
35,"N0N",33870,2157125,1956694,1894949
35,"N0P",44060,2270685,2108822,1995208
35,"N0R",39660,2510820,2303553,2237160
35,"N1A",10220,488170,453111,432748
35,"N1C",3110,232833,208234,205914
35,"N1E",34300,2048106,1877462,1833766
35,"N1G",23130,1492733,1354969,1325614
35,"N1H",33360,1873241,1722373,1670063
35,"N1K",9120,467759,430016,421081
35,"N1L",13320,892621,811930,793928
35,"N1M",14650,844894,775073,758649
35,"N1P",6060,328349,302379,297114
35,"N1R",34260,1621792,1514684,1455181
35,"N1S",15910,944201,866550,840730
35,"N1T",15030,872537,802433,782160
35,"N2A",25690,1488593,1365074,1324165
35,"N2B",14060,728119,670685,648862
35,"N2C",14920,621153,586141,560917
35,"N2E",31950,1509411,1405241,1366697
35,"N2G",12000,604518,561424,535250
35,"N2H",17480,997872,917409,885473
35,"N2J",16510,1005801,926182,898561
35,"N2K",23810,1943197,1770831,1696206
35,"N2L",29770,1736655,1593710,1537494
35,"N2M",28260,1425701,1325483,1265917
35,"N2N",21770,1174967,1073156,1048777
35,"N2P",20260,1330383,1218314,1181659
35,"N2R",14130,786163,724495,710561
35,"N2T",17010,1281865,1163313,1129919
35,"N2V",15350,1070814,977915,957664
35,"N2Z",9740,730183,655545,641176
35,"N3A",13300,901122,819953,790098
35,"N3B",9760,638030,580803,563569
35,"N3C",21570,1288161,1179482,1155014
35,"N3E",1920,108219,99969,97424
35,"N3H",19790,986998,920546,889049
35,"N3L",13960,817101,749437,729689
35,"N3P",6750,318173,292939,284254
35,"N3R",29090,1479854,1361369,1318232
35,"N3S",20830,852473,798910,755019
35,"N3T",30830,1582339,1469342,1411791
35,"N3V",1320,71962,66175,64753
35,"N3W",12290,726699,664324,648317
35,"N3Y",19890,1024095,932052,889697
35,"N4B",6540,318020,296577,284162
35,"N4G",17590,908628,843102,806895
35,"N4K",23760,1232830,1130171,1085607
35,"N4L",6870,368877,336097,321219
35,"N4N",8550,432966,397832,379166
35,"N4S",26860,1360919,1261889,1214424
35,"N4T",11880,652400,600003,583522
35,"N4V",2660,132201,122725,118514
35,"N4W",10010,525232,486808,469054
35,"N4X",8390,507215,464864,446686
35,"N4Z",1890,102541,94556,92291
35,"N5A",27320,1524649,1398808,1352275
35,"N5C",12510,657969,603502,587894
35,"N5H",11850,557779,518703,497847
35,"N5L",3070,192558,173886,168963
35,"N5P",16700,857857,789765,745047
35,"N5R",24340,1205984,1108016,1071771
35,"N5V",26960,1083092,1015640,974309
35,"N5W",19890,820331,764233,726615
35,"N5X",28380,1766723,1596885,1557367
35,"N5Y",28510,1163842,1085424,1032715
35,"N5Z",18510,725184,679988,640563
35,"N6A",9760,738774,682446,662551
35,"N6B",8240,353726,330974,308703
35,"N6C",24130,1334144,1219235,1185261
35,"N6E",21210,826091,768938,727745
35,"N6G",39600,2391150,2176392,2119579
35,"N6H",35160,1945283,1778152,1721852
35,"N6J",21920,1017320,937570,896802
35,"N6K",30320,2143764,1926474,1876141
35,"N6L",3920,194467,179880,172871
35,"N6M",6620,338468,309407,301962
35,"N6N",570,41476,38700,34575
35,"N6P",8560,684353,618460,602169
35,"N7A",10510,586157,534706,512660
35,"N7G",15870,824591,756974,729944
35,"N7L",20790,991323,911528,868400
35,"N7M",20400,1053570,973764,918908
35,"N7S",22990,1372998,1251055,1217353
35,"N7T",20650,941588,873305,826100
35,"N7V",9810,632991,574493,561447
35,"N7W",2320,150012,135072,131941
35,"N7X",960,110461,101098,98653
35,"N8A",11270,459136,426557,398829
35,"N8H",31160,1313991,1251355,1197021
35,"N8M",9590,515353,473471,455359
35,"N8N",20380,1461739,1334500,1300607
35,"N8P",11970,689327,627714,610493
35,"N8R",10210,456123,423875,407032
35,"N8S",18170,967207,897583,868557
35,"N8T",13860,537777,505074,471590
35,"N8V",160,8002,7424,7274
35,"N8W",19540,914520,849206,814684
35,"N8X",12850,480409,453246,419824
35,"N8Y",14870,679713,632144,600143
35,"N9A",19600,614044,584743,512410
35,"N9B",16440,534753,504838,473038
35,"N9C",9770,314887,300785,277893
35,"N9E",17750,1008379,918890,895974
35,"N9G",16700,925418,842740,819939
35,"N9H",10690,769062,698234,680675
35,"N9J",17040,1134934,1028168,1007634
35,"N9K",2300,146674,132282,129476
35,"N9V",17590,1056400,964341,936439
35,"N9Y",13060,777795,715936,696808
35,"P0A",14530,670445,619065,588221
35,"P0B",7670,508249,462622,448158
35,"P0C",3330,204724,189009,182882
35,"P0E",2770,152722,138750,133792
35,"P0G",2790,157496,144580,135552
35,"P0H",26900,1356477,1238782,1183146
35,"P0J",17100,873650,809945,771879
35,"P0K",8950,462634,426848,408990
35,"P0L",18620,796081,736029,691887
35,"P0M",40480,2202371,2029115,1962092
35,"P0N",7300,418695,389028,375948
35,"P0P",15780,600327,555957,518622
35,"P0R",10570,495523,455863,431615
35,"P0S",8280,439207,404395,390131
35,"P0T",24950,1199932,1105371,1052907
35,"P0V",15110,436763,404556,369059
35,"P0W",4960,228542,210615,202225
35,"P0X",5610,247548,226498,216393
35,"P0Y",50,2597,2375,2255
35,"P1A",13610,676419,617502,592508
35,"P1B",26850,1287714,1185701,1122705
35,"P1C",2710,239274,213594,209559
35,"P1H",14820,851376,780571,755377
35,"P1L",14560,835485,759927,736977
35,"P1P",8390,426096,390332,372026
35,"P2A",11580,599697,550652,528084
35,"P2B",8200,375809,346523,325002
35,"P2N",5530,278975,260770,245500
35,"P3A",19770,1082142,991079,959727
35,"P3B",12740,657738,607181,578976
35,"P3C",13020,521964,489637,454852
35,"P3E",22800,1601128,1460128,1418264
35,"P3G",3400,284426,255855,249308
35,"P3L",6360,386773,355312,343677
35,"P3N",6360,381516,350227,340710
35,"P3P",12250,738551,677605,662467
35,"P3Y",6120,415801,377213,369893
35,"P4N",20090,1069493,995025,952685
35,"P4P",2570,157184,144612,140383
35,"P4R",3790,260502,238815,232145
35,"P5A",9700,379191,353572,324048
35,"P5E",4420,225190,206479,197787
35,"P5N",6830,351326,323220,310258
35,"P6A",28720,1544887,1414900,1357913
35,"P6B",18980,968464,890509,853770
35,"P6C",15580,727023,675851,646839
35,"P7A",22510,1193776,1093452,1057836
35,"P7B",18270,946325,868252,836571
35,"P7C",17000,786670,724832,693988
35,"P7E",16450,767648,710202,680616
35,"P7G",10420,716604,649630,633290
35,"P7J",4010,261506,235366,226989
35,"P7K",5500,393855,356284,347690
35,"P7L",1660,99552,90626,88053
35,"P8N",8700,478281,439944,424991
35,"P8T",3930,218690,199268,193704
35,"P9A",7990,418514,379975,368524
35,"P9N",11280,624058,569856,553423
35,"Total",11543260,691771417,635155547,612955256
46,"R0A",29940,1420053,1323621,1274545
46,"R0B",27900,415806,392676,348120
46,"R0C",41700,1793807,1657071,1586887
46,"R0E",27680,1306838,1198444,1161460
46,"R0G",32530,1695370,1574003,1487784
46,"R0H",10410,398308,373448,353491
46,"R0J",21640,978230,911498,858986
46,"R0K",19960,1036986,958655,909441
46,"R0L",20480,805837,756508,698847
46,"R0M",14710,729850,681691,636891
46,"R1A",17130,944440,864977,843383
46,"R1B",260,13815,12484,12319
46,"R1C",3180,193120,176695,172872
46,"R1N",15400,660396,612409,587045
46,"R2C",25950,1285748,1183788,1165415
46,"R2E",8090,739606,673443,649025
46,"R2G",27700,1442236,1321321,1292038
46,"R2H",12540,638038,583189,563671
46,"R2J",21670,1198747,1094487,1072718
46,"R2K",26730,1199141,1109901,1082032
46,"R2L",11100,418835,393375,377276
46,"R2M",30390,1552756,1426511,1391256
46,"R2N",26040,1563971,1411717,1391731
46,"R2P",29170,1162704,1077341,1052628
46,"R2R",21060,849025,788796,773983
46,"R2V",30480,1453330,1341095,1312504
46,"R2W",19970,635025,600609,550517
46,"R2X",15180,558256,527865,510317
46,"R2Y",15290,769673,705138,690771
46,"R3A",3320,87272,83779,72734
46,"R3B",9160,352232,333213,307391
46,"R3C",15610,568423,537962,491879
46,"R3E",14130,488230,461700,437779
46,"R3G",19140,841573,777045,752113
46,"R3H",160,14891,13800,13684
46,"R3J",22180,1113016,1019125,998678
46,"R3K",10230,656162,597118,585165
46,"R3L",15950,873360,803790,785659
46,"R3M",17290,1220097,1115434,1093641
46,"R3N",13000,954250,869158,853003
46,"R3P",17210,1797216,1635222,1586989
46,"R3R",20720,1426902,1294814,1268224
46,"R3S",450,67280,60544,60121
46,"R3T",41890,1900747,1738510,1700788
46,"R3V",5180,272636,250131,246321
46,"R3W",12290,630176,575891,567678
46,"R3X",17170,1293146,1168734,1145768
46,"R3Y",25480,1560068,1416200,1389341
46,"R4A",4070,270702,246043,239534
46,"R4G",1300,115622,103423,101508
46,"R4H",2170,209613,191609,184343
46,"R4J",910,74840,67481,64017
46,"R4K",700,42733,39517,38142
46,"R4L",1000,67048,60775,58203
46,"R5A",3020,197900,179714,176734
46,"R5G",19890,904900,845855,814736
46,"R5H",4280,197711,184270,177376
46,"R5J",1040,50129,46199,44824
46,"R5K",4370,262234,241116,231549
46,"R5L",1810,95212,87290,84589
46,"R5M",1910,118550,107670,104105
46,"R5N",4420,302473,274021,270485
46,"R5P",590,29232,26946,25391
46,"R5R",980,71091,65024,62953
46,"R5T",640,43815,39445,37482
46,"R6M",8840,415018,385289,371288
46,"R6P",380,13252,12296,12131
46,"R6T",180,6571,6450,6135
46,"R6W",15220,660372,626439,597100
46,"R7A",25790,1173565,1090886,1052320
46,"R7B",17590,1013457,924938,903881
46,"R7C",2200,135327,124611,121701
46,"R7N",8150,387979,358905,341824
46,"R8A",4300,255854,234969,219102
46,"R8N",9080,513911,476565,444764
46,"R9A",5850,291636,268629,248611
46,"Total",1035490,51898371,47801305,46199736
47,"R8A",190,11812,10703,10075
47,"S0A",41550,1990612,1859089,1741741
47,"S0C",16360,1005071,944694,883996
47,"S0E",26200,1276592,1194241,1108165
47,"S0G",50630,2716763,2522325,2397983
47,"S0H",16650,852620,797318,740985
47,"S0J",37050,1301998,1218959,1123791
47,"S0K",69200,3849058,3583480,3410879
47,"S0L",24210,1411153,1325031,1235185
47,"S0M",35650,1388980,1310153,1214575
47,"S0N",16260,825877,773526,705505
47,"S0P",5050,149065,137384,127574
47,"S2V",650,53143,48419,47997
47,"S3N",15470,808067,750021,720746
47,"S4A",9800,652193,602107,586484
47,"S4H",9690,594201,554933,532260
47,"S4K",0,0,0,0
47,"S4L",4960,443840,401393,390892
47,"S4M",0,0,0,0
47,"S4N",23830,1157858,1074249,1042827
47,"S4P",11740,561643,523003,480414
47,"S4R",27170,1328926,1229168,1189304
47,"S4S",28030,1988291,1641153,1604947
47,"S4T",23180,1095968,1015122,966153
47,"S4V",26540,2088261,1900075,1868368
47,"S4W",10520,621709,570762,564387
47,"S4X",22590,1495243,1362391,1340813
47,"S4Y",4370,324537,294144,288640
47,"S4Z",1030,59455,54701,53554
47,"S6H",23290,1201010,1116437,1069000
47,"S6J",4350,287750,264665,255706
47,"S6K",990,67364,60920,60053
47,"S6V",31260,1470701,1365123,1304777
47,"S6W",250,19998,18206,17949
47,"S6X",1750,135080,123510,121296
47,"S7A",140,14748,13736,13300
47,"S7B",380,15776,14761,14206
47,"S7C",890,74978,67658,67107
47,"S7H",29210,1627763,1499747,1456870
47,"S7J",24730,1469656,1346043,1310142
47,"S7K",32530,2117676,1950149,1880399
47,"S7L",31990,1404841,1313160,1259141
47,"S7M",24000,1066261,995994,936893
47,"S7N",20950,1353576,1241773,1205781
47,"S7P",210,34411,31889,31421
47,"S7R",6290,340772,315430,309836
47,"S7S",4830,318696,289486,283090
47,"S7T",12290,928076,850431,829132
47,"S7V",12610,929437,851235,832849
47,"S7W",13110,904692,825246,811736
47,"S9A",11820,566384,529595,503253
47,"S9H",15610,888351,820060,790684
47,"S9V",10730,576627,545515,529722
47,"S9X",6510,305203,284894,273996
47,"Total",879280,48172961,44434420,42546785
48,"T0A",44510,2282982,2143124,2030209
48,"T0B",47660,2606857,2459790,2308929
48,"T0C",46780,2314154,2185286,2052817
48,"T0E",29140,1564916,1467605,1400975
48,"T0G",30130,1410033,1332085,1233999
48,"T0H",59280,3074403,2923428,2631225
48,"T0J",38340,1966286,1845169,1738647
48,"T0K",43940,2085452,1965675,1840036
48,"T0L",41950,2217278,2071685,1953851
48,"T0M",50730,2854892,2682740,2545986
48,"T0P",1710,72799,67540,61708
48,"T0V",0,0,0,0
48,"T1A",20810,1039869,976604,916988
48,"T1B",25920,1608832,1487606,1432980
48,"T1C",7250,440667,405642,395004
48,"T1G",8620,443135,418293,398731
48,"T1H",21790,1016700,955325,910205
48,"T1J",19830,1121076,1035497,995362
48,"T1K",36430,2205803,2026396,1962805
48,"T1L",6550,365014,340202,334764
48,"T1M",8030,440320,412196,394418
48,"T1P",13650,812029,757831,726592
48,"T1R",13690,718364,674551,653895
48,"T1S",33940,2856317,2645891,2544472
48,"T1V",13420,763191,707820,679637
48,"T1W",13080,1137158,1039109,1010166
48,"T1X",18810,1263569,1169105,1133870
48,"T1Y",43980,1732997,1637848,1558153
48,"T1Z",1930,159109,151204,147458
48,"T2A",46280,1795132,1710396,1620875
48,"T2B",17410,723332,687208,651629
48,"T2C",17080,1182055,1081360,1051930
48,"T2E",27430,1915716,1765845,1699867
48,"T2G",12540,913769,844728,808034
48,"T2H",7870,493693,460896,446264
48,"T2J",34300,2703683,2474292,2391248
48,"T2K",26840,1493803,1382435,1331869
48,"T2L",11290,811592,740166,719121
48,"T2M",15880,1365525,1253893,1201141
48,"T2N",19250,2140247,1966927,1868016
48,"T2P",13670,1341123,1244792,1178873
48,"T2R",13330,1074309,991193,962457
48,"T2S",11130,1847271,1713575,1638240
48,"T2T",22260,3149788,2903806,2776365
48,"T2V",25380,2330709,2158512,2088642
48,"T2W",32130,2115437,1938591,1884738
48,"T2X",42410,2880969,2647358,2594391
48,"T2Y",48190,2877851,2645758,2581707
48,"T2Z",52130,3543952,3262057,3200858
48,"T3A",42780,3002844,2722918,2639251
48,"T3B",29390,2262751,2066799,2001341
48,"T3C",18250,1327723,1226062,1184576
48,"T3E",31200,2523227,2318084,2235337
48,"T3G",46300,3073025,2798853,2732555
48,"T3H",56390,5773970,5280178,5110667
48,"T3J",64840,2457573,2337748,2245679
48,"T3K",62550,3384070,3117821,3027941
48,"T3L",23280,2086614,1892373,1843747
48,"T3M",39730,3103009,2840601,2794337
48,"T3N",25690,1118794,1056119,1034267
48,"T3P",20010,1225986,1124698,1107919
